age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,contact,day_of_week,default,education,housing,job,loan,marital,month,poutcome,y
56.0,86.0,1.0,999.0,,,93994.0,-36.4,4857.0,5191.0,,mon,unknown,basic.4y,no,housemaid,no,,may,,no
31.0,,,999.0,0.0,1.4,93444.0,-36.1,,5228.1,cellular,fri,,professional.course,,,no,married,,nonexistent,no
,14.0,20.0,999.0,0.0,1.4,,,4968.0,,cellular,,,,yes,entrepreneur,yes,married,jul,nonexistent,no
,152.0,6.0,999.0,0.0,1.4,93918.0,-42.7,4963.0,5228.1,cellular,,no,university.degree,,admin.,,single,jul,nonexistent,no
40.0,951.0,2.0,,0.0,1.1,93994.0,,4858.0,5191.0,telephone,,no,,yes,,,married,,,no
,137.0,3.0,999.0,,1.4,94465.0,-41.8,,,,tue,unknown,,yes,retired,,married,jun,nonexistent,no
32.0,172.0,,999.0,0.0,1.4,,-42.7,,5228.1,cellular,fri,unknown,university.degree,,,,,jul,nonexistent,no
44.0,254.0,,,,,,-36.4,,5191.0,telephone,tue,,university.degree,yes,,no,married,may,,no
33.0,,1.0,999.0,0.0,1.1,93994.0,-36.4,,5191.0,telephone,thu,no,,no,admin.,,single,may,nonexistent,no
31.0,,,999.0,0.0,-1.8,93075.0,-47.1,,5099.1,cellular,thu,,high.school,yes,,no,married,apr,nonexistent,no
,169.0,2.0,,0.0,-1.8,,-46.2,1281.0,5099.1,cellular,,unknown,university.degree,,,no,single,may,nonexistent,no
,14.0,8.0,999.0,0.0,-1.8,92893.0,-46.2,1266.0,,cellular,thu,no,university.degree,no,technician,no,single,may,nonexistent,no
39.0,51.0,2.0,999.0,0.0,1.4,93918.0,-42.7,4.96,5228.1,cellular,mon,no,basic.9y,no,,,married,jul,nonexistent,no
29.0,93.0,3.0,999.0,,,92893.0,,1266.0,,cellular,,no,,,blue-collar,,,may,nonexistent,no
36.0,951.0,3.0,999.0,1.0,-1.8,92893.0,-46.2,1281.0,,,wed,unknown,basic.9y,,blue-collar,,married,may,,yes
33.0,227.0,1.0,999.0,,,92893.0,,1.25,5099.1,cellular,,,,yes,,no,married,may,failure,no
50.0,587.0,,999.0,,1.1,,-36.4,4.86,5191.0,,thu,unknown,university.degree,,management,no,,may,nonexistent,no
35.0,554.0,,,0.0,1.4,93918.0,-42.7,4.96,5228.1,cellular,mon,no,professional.course,,,yes,married,jul,,no
49.0,418.0,2.0,999.0,0.0,1.1,93994.0,-36.4,,5191.0,telephone,,no,,yes,,no,married,may,nonexistent,no
51.0,809.0,1.0,999.0,,-1.8,,,1281.0,5099.1,cellular,,no,high.school,yes,blue-collar,no,married,,,yes
31.0,64.0,,999.0,0.0,1.4,,-36.1,4963.0,,cellular,,unknown,university.degree,yes,admin.,no,single,aug,nonexistent,no
33.0,114.0,,999.0,0.0,,92893.0,-46.2,,5099.1,,tue,,high.school,,technician,no,single,,,no
36.0,237.0,7.0,999.0,0.0,1.4,93918.0,-42.7,4968.0,,,thu,,professional.course,no,technician,,single,,nonexistent,no
,,,999.0,0.0,1.4,,-36.1,4966.0,5228.1,cellular,fri,no,,no,,,married,aug,nonexistent,no
31.0,177.0,,,,,93918.0,-42.7,4961.0,,,tue,unknown,high.school,yes,,no,married,jul,nonexistent,no
31.0,244.0,,,0.0,-0.1,,,4021.0,,cellular,fri,no,university.degree,,technician,,,nov,nonexistent,no
47.0,67.0,1.0,,0.0,1.4,,-42.7,4957.0,5228.1,cellular,fri,unknown,,yes,blue-collar,no,married,jul,nonexistent,no
,83.0,4.0,999.0,0.0,,,,1.26,5076.2,,,,university.degree,unknown,management,unknown,single,jun,nonexistent,no
,,,999.0,0.0,1.4,93918.0,-42.7,,,cellular,thu,,,,,no,single,,,no
31.0,,,,,-1.8,,-47.1,1405.0,5099.1,,mon,no,high.school,no,services,,divorced,,nonexistent,no
34.0,553.0,3.0,,0.0,1.1,,-36.4,4864.0,5191.0,telephone,fri,,high.school,no,,,divorced,,,yes
,120.0,,,,,93994.0,,4864.0,,telephone,fri,no,professional.course,yes,,no,,may,,no
38.0,118.0,,,,-1.7,94055.0,-39.8,0.715,4991.6,telephone,wed,no,high.school,no,technician,no,single,jun,nonexistent,no
,250.0,1.0,999.0,1.0,-0.1,93.2,,4076.0,5195.8,cellular,thu,,professional.course,no,,,single,nov,failure,no
37.0,136.0,3.0,999.0,,1.1,93994.0,,4855.0,5191.0,telephone,fri,,,yes,housemaid,yes,,,nonexistent,no
45.0,165.0,,999.0,0.0,1.4,93444.0,-36.1,4967.0,,,wed,unknown,,yes,,,married,aug,,no
42.0,155.0,4.0,999.0,0.0,-1.8,,-47.1,1405.0,,cellular,mon,no,university.degree,yes,services,no,,apr,,no
54.0,,1.0,,0.0,-0.1,93.2,-42.0,4076.0,5195.8,,thu,no,university.degree,yes,housemaid,,divorced,nov,,yes
51.0,150.0,7.0,999.0,0.0,1.1,93994.0,-36.4,4857.0,,telephone,,no,professional.course,,services,no,divorced,may,nonexistent,no
30.0,266.0,3.0,999.0,0.0,,93918.0,-42.7,4963.0,5228.1,cellular,wed,no,university.degree,yes,unemployed,yes,single,,,no
27.0,93.0,1.0,4.0,3.0,-2.9,92201.0,-31.4,,5076.2,cellular,wed,no,high.school,no,unemployed,,single,aug,success,no
38.0,50.0,,999.0,,1.4,93918.0,,4963.0,5228.1,,fri,,,yes,technician,yes,married,,nonexistent,no
29.0,116.0,1.0,999.0,0.0,-1.8,,-47.1,1405.0,5099.1,telephone,mon,no,basic.9y,,,unknown,single,apr,nonexistent,no
,1480.0,3.0,999.0,0.0,-0.1,,,,5195.8,cellular,fri,no,,no,technician,no,single,,,yes
25.0,,5.0,999.0,0.0,-1.8,92893.0,-46.2,1291.0,5099.1,cellular,tue,,professional.course,,technician,,,may,nonexistent,no
32.0,250.0,,999.0,,1.4,,-41.8,,,,,,high.school,no,,no,single,jun,nonexistent,no
,,4.0,999.0,,,93994.0,-36.4,4857.0,5191.0,,,,professional.course,yes,,no,,,nonexistent,no
53.0,489.0,2.0,999.0,0.0,1.1,93994.0,,,5191.0,telephone,wed,unknown,basic.9y,,blue-collar,no,married,may,nonexistent,no
48.0,,1.0,,0.0,,93994.0,,4857.0,5191.0,telephone,,no,,yes,technician,,,may,nonexistent,no
,51.0,5.0,,0.0,,,-42.7,4963.0,5228.1,cellular,,no,basic.9y,yes,,yes,married,,,no
43.0,268.0,,999.0,0.0,,94465.0,,4961.0,5228.1,telephone,thu,no,,yes,services,,married,jun,,no
,453.0,3.0,,,1.4,93918.0,-42.7,4957.0,,,fri,,university.degree,no,,no,single,jul,nonexistent,no
32.0,131.0,1.0,999.0,0.0,1.4,93444.0,-36.1,4968.0,5228.1,,thu,no,,no,technician,,married,,,no
43.0,43.0,,999.0,0.0,-0.1,93.2,,,5195.8,telephone,fri,no,,,,no,single,nov,,no
43.0,68.0,,,0.0,,93994.0,,,5191.0,,wed,no,,no,admin.,,married,may,nonexistent,no
31.0,,,999.0,0.0,-1.8,92893.0,-46.2,1291.0,,cellular,tue,no,,no,blue-collar,no,married,may,nonexistent,no
,110.0,1.0,,1.0,-1.1,94199.0,-37.5,0.876,4963.6,cellular,,,university.degree,yes,technician,no,married,sep,failure,no
,,,999.0,0.0,,93994.0,-36.4,4857.0,,telephone,,,unknown,no,,,married,,nonexistent,no
,67.0,1.0,,0.0,1.4,94465.0,-41.8,4958.0,5228.1,telephone,wed,,,,admin.,,married,jun,nonexistent,no
,696.0,10.0,,,,92713.0,-33.0,0.718,5023.5,,,no,university.degree,,,unknown,,,,yes
54.0,47.0,2.0,999.0,0.0,-1.8,92843.0,-50.0,1.56,5099.1,cellular,mon,no,,no,admin.,no,married,mar,,no
35.0,448.0,1.0,,0.0,,,-42.7,,5228.1,,mon,,basic.9y,yes,technician,no,married,,,no
,,4.0,,0.0,1.4,94465.0,-41.8,4864.0,5228.1,,tue,,,no,services,no,divorced,jun,nonexistent,no
40.0,724.0,1.0,,0.0,1.4,,,4963.0,,cellular,thu,,basic.4y,no,,,married,jul,nonexistent,yes
30.0,,5.0,999.0,0.0,1.4,,-42.7,4961.0,,cellular,tue,unknown,high.school,yes,services,no,single,jul,nonexistent,no
,,3.0,999.0,0.0,1.4,93444.0,,4963.0,5228.1,cellular,,unknown,professional.course,,technician,yes,,aug,nonexistent,no
44.0,100.0,,999.0,,,94465.0,,,,telephone,,no,high.school,yes,admin.,yes,divorced,,nonexistent,no
,695.0,,,0.0,1.4,93918.0,,,5228.1,cellular,fri,no,professional.course,yes,,,married,,nonexistent,yes
,870.0,,999.0,0.0,1.4,,,,,cellular,thu,no,,yes,technician,yes,married,,nonexistent,no
37.0,161.0,1.0,,0.0,,92893.0,,1334.0,5099.1,cellular,,,professional.course,,blue-collar,yes,single,,nonexistent,no
30.0,72.0,3.0,,0.0,,93994.0,-36.4,4858.0,5191.0,telephone,wed,unknown,,,technician,no,married,may,nonexistent,no
49.0,217.0,2.0,,0.0,,92893.0,-46.2,1281.0,5099.1,cellular,wed,unknown,basic.4y,yes,entrepreneur,no,married,may,nonexistent,no
,,,999.0,0.0,1.4,,,4959.0,5228.1,telephone,wed,no,university.degree,no,self-employed,no,single,jun,,yes
30.0,405.0,3.0,,0.0,1.4,94465.0,-41.8,4.96,5228.1,telephone,,unknown,university.degree,,technician,,single,jun,nonexistent,no
,,4.0,999.0,,1.1,93994.0,-36.4,4857.0,5191.0,telephone,tue,,,,,no,married,may,nonexistent,no
50.0,103.0,1.0,999.0,0.0,-0.1,,-42.0,4153.0,5195.8,,tue,no,,no,self-employed,no,,nov,nonexistent,no
52.0,,3.0,999.0,0.0,-1.8,93369.0,-34.8,,,,wed,no,basic.9y,no,,,,,,yes
46.0,35.0,24.0,,0.0,1.1,93994.0,-36.4,,5191.0,,thu,,basic.4y,no,self-employed,no,married,may,,no
28.0,,1.0,999.0,0.0,1.4,94465.0,-41.8,,5228.1,telephone,,no,unknown,no,services,no,married,jun,nonexistent,no
37.0,188.0,2.0,999.0,,1.4,,-42.7,4963.0,5228.1,cellular,fri,no,university.degree,,admin.,,,jul,nonexistent,no
34.0,252.0,,999.0,0.0,1.4,93918.0,-42.7,4962.0,5228.1,telephone,mon,no,basic.4y,no,,,,jul,nonexistent,no
,290.0,1.0,999.0,0.0,1.1,93994.0,-36.4,4857.0,5191.0,telephone,,no,university.degree,no,,,single,may,,no
30.0,1294.0,2.0,999.0,0.0,1.4,,,4963.0,5228.1,,fri,no,basic.9y,yes,,,married,jul,nonexistent,yes
28.0,370.0,1.0,,1.0,-1.8,,-34.8,0.643,,cellular,,no,university.degree,yes,,no,single,mar,success,no
53.0,52.0,,999.0,,1.4,,-42.7,4961.0,,,tue,no,high.school,no,admin.,no,divorced,,nonexistent,no
,80.0,4.0,,0.0,1.1,93994.0,-36.4,4857.0,5191.0,,mon,,professional.course,no,technician,,married,may,nonexistent,no
,740.0,4.0,999.0,0.0,1.4,,-36.1,,5228.1,,wed,unknown,,no,,no,married,aug,nonexistent,no
,,3.0,,2.0,-1.8,,-46.2,1299.0,5099.1,,mon,,university.degree,,technician,yes,single,,failure,no
,172.0,1.0,999.0,0.0,,92893.0,,1281.0,5099.1,cellular,,,,yes,blue-collar,no,married,may,,no
52.0,40.0,2.0,999.0,0.0,-0.1,93.2,,4191.0,5195.8,cellular,mon,no,high.school,no,services,no,married,,nonexistent,no
39.0,293.0,1.0,,1.0,-3.4,,,0.803,5017.5,cellular,,no,basic.9y,,,,,,success,yes
,437.0,1.0,999.0,0.0,1.1,93994.0,,,,,mon,,high.school,yes,,yes,,may,,no
37.0,93.0,3.0,999.0,1.0,-1.8,93075.0,-47.1,1405.0,,cellular,,no,professional.course,yes,,no,single,apr,failure,no
,,,999.0,0.0,1.4,94465.0,,,,,tue,unknown,,,management,,,jun,nonexistent,no
41.0,164.0,5.0,3.0,3.0,-1.1,94199.0,,,,cellular,fri,,,,,no,divorced,,success,yes
46.0,325.0,2.0,999.0,0.0,-1.8,93075.0,,1445.0,,cellular,wed,no,high.school,no,services,,married,apr,,no
22.0,,1.0,,0.0,1.1,,-36.4,4857.0,5191.0,,tue,no,basic.9y,,blue-collar,no,,may,nonexistent,no
56.0,317.0,1.0,999.0,0.0,-1.8,,-46.2,,5099.1,cellular,mon,no,,,retired,,married,,,no
35.0,1373.0,4.0,999.0,,,,,4957.0,5228.1,cellular,,,basic.9y,,blue-collar,,married,jul,nonexistent,yes
,,1.0,999.0,,,94465.0,-41.8,,5228.1,telephone,mon,no,,yes,admin.,no,divorced,,nonexistent,no
57.0,327.0,5.0,999.0,,1.4,93444.0,-36.1,4962.0,5228.1,,,unknown,university.degree,,retired,no,divorced,,nonexistent,no
29.0,,3.0,999.0,,1.1,93994.0,-36.4,4.86,5191.0,telephone,thu,no,,no,admin.,no,single,,,no
,326.0,1.0,999.0,0.0,,,-46.2,,5099.1,,mon,no,professional.course,,admin.,,married,may,,no
23.0,,1.0,999.0,,-1.8,92893.0,-46.2,1266.0,5099.1,cellular,thu,,basic.4y,no,,yes,,,nonexistent,no
46.0,,5.0,,0.0,-2.9,,-33.6,,5076.2,,mon,no,university.degree,,admin.,no,single,jul,nonexistent,no
,361.0,2.0,,0.0,,92893.0,-46.2,1291.0,5099.1,cellular,,,high.school,yes,,no,,may,,no
39.0,,1.0,,0.0,-0.1,93798.0,-40.4,5.0,5195.8,,,no,,no,,yes,divorced,,,yes
40.0,824.0,2.0,999.0,0.0,1.1,,-36.4,,5191.0,telephone,wed,unknown,basic.9y,,blue-collar,,,may,nonexistent,no
35.0,68.0,21.0,999.0,0.0,,94465.0,-41.8,,,telephone,mon,no,university.degree,,management,,single,jun,nonexistent,no
54.0,130.0,2.0,,0.0,-1.8,93075.0,,1405.0,5099.1,,mon,,,yes,technician,no,married,apr,,no
39.0,243.0,,999.0,,1.1,93994.0,-36.4,4859.0,,,wed,no,university.degree,no,unemployed,yes,,may,nonexistent,no
32.0,,3.0,999.0,,,93075.0,-47.1,,,cellular,,no,basic.9y,no,,,,apr,nonexistent,no
41.0,,1.0,999.0,,1.1,,-36.4,4856.0,5191.0,,tue,,,yes,technician,,divorced,,nonexistent,no
42.0,154.0,,999.0,0.0,1.4,93918.0,,,,,,no,professional.course,yes,technician,no,married,,nonexistent,no
,510.0,6.0,999.0,0.0,,93918.0,,,5228.1,cellular,mon,unknown,high.school,no,admin.,no,single,jul,nonexistent,no
,643.0,1.0,,,,,,,5099.1,,mon,,university.degree,yes,admin.,,married,may,nonexistent,yes
46.0,9.0,13.0,999.0,0.0,1.4,,-41.8,4959.0,5228.1,telephone,fri,,basic.6y,yes,,yes,divorced,jun,,no
,369.0,,999.0,0.0,1.4,93918.0,-42.7,4961.0,5228.1,,tue,,university.degree,yes,admin.,no,single,jul,nonexistent,no
48.0,144.0,,,0.0,1.4,,-36.1,4963.0,5228.1,cellular,tue,,university.degree,yes,management,yes,,aug,,no
,364.0,1.0,,0.0,-0.1,93.2,-42.0,4191.0,5195.8,cellular,mon,no,university.degree,no,entrepreneur,no,,nov,nonexistent,no
,170.0,1.0,,,1.4,93444.0,-36.1,4965.0,5228.1,cellular,,no,high.school,yes,admin.,no,married,aug,nonexistent,no
44.0,55.0,1.0,,0.0,,93994.0,-36.4,4864.0,5191.0,telephone,fri,,university.degree,yes,admin.,no,divorced,,nonexistent,no
,104.0,4.0,999.0,,-1.8,,,,5099.1,cellular,wed,no,,no,blue-collar,no,married,may,nonexistent,no
31.0,174.0,,,0.0,,,-31.4,,5076.2,,wed,no,,,blue-collar,no,single,aug,,no
56.0,,1.0,999.0,,-0.1,93.2,,4191.0,5195.8,,,no,high.school,,services,,married,,,no
26.0,,1.0,999.0,,,93994.0,-36.4,4.86,5191.0,telephone,thu,,basic.6y,,blue-collar,,single,may,nonexistent,no
31.0,242.0,3.0,999.0,0.0,1.4,93444.0,,,,,tue,,high.school,yes,services,yes,divorced,,,no
45.0,,1.0,999.0,,1.4,93918.0,,,5228.1,cellular,wed,,unknown,,unknown,no,unknown,,,yes
44.0,,,999.0,0.0,1.4,93918.0,-42.7,4.96,5228.1,cellular,,unknown,,yes,,,married,jul,,no
