age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,contact,day_of_week,default,education,housing,job,loan,marital,month,poutcome
33.0,199.0,1.0,999.0,0.0,1.4,93918.0,-42.7,4.96,5228.1,cellular,mon,no,university.degree,yes,management,no,married,jul,nonexistent
52.0,,1.0,6.0,1.0,,93.2,-42.0,4153.0,5195.8,cellular,tue,no,basic.9y,yes,admin.,no,single,nov,success
25.0,446.0,8.0,999.0,0.0,-3.4,92649.0,-30.1,0.714,5017.5,telephone,mon,no,university.degree,yes,admin.,no,,nov,nonexistent
40.0,113.0,,999.0,0.0,1.4,93444.0,,4964.0,5228.1,cellular,wed,no,professional.course,no,technician,no,single,,
36.0,262.0,4.0,,,1.1,93994.0,-36.4,4.86,5191.0,telephone,thu,no,,unknown,services,unknown,married,,nonexistent
,548.0,8.0,999.0,0.0,1.4,94465.0,-41.8,4865.0,5228.1,,mon,no,high.school,no,services,no,married,jun,nonexistent
89.0,314.0,1.0,999.0,0.0,-1.1,94199.0,-37.5,0.881,4963.6,cellular,tue,,basic.4y,yes,retired,no,divorced,sep,nonexistent
36.0,96.0,1.0,999.0,,-2.9,92201.0,-31.4,0.849,5076.2,cellular,fri,no,university.degree,yes,admin.,yes,married,aug,failure
50.0,87.0,,999.0,0.0,-0.1,93.2,-42.0,4153.0,5195.8,cellular,tue,no,high.school,no,admin.,,married,nov,
41.0,348.0,3.0,999.0,0.0,-0.1,93.2,-42.0,,5195.8,cellular,thu,no,basic.9y,yes,technician,no,married,nov,nonexistent
,93.0,,999.0,0.0,1.4,93444.0,-36.1,4964.0,5228.1,cellular,fri,unknown,unknown,yes,housemaid,yes,married,aug,
31.0,108.0,2.0,999.0,,1.1,93994.0,-36.4,4858.0,5191.0,telephone,,no,,no,,no,married,may,nonexistent
,210.0,1.0,6.0,,,92431.0,-26.9,,5017.5,cellular,tue,no,,yes,student,no,single,oct,success
24.0,201.0,3.0,999.0,0.0,-1.8,92893.0,-46.2,1299.0,5099.1,cellular,mon,no,high.school,yes,services,no,single,may,nonexistent
31.0,60.0,1.0,999.0,1.0,-0.1,93.2,-42.0,4191.0,5195.8,cellular,mon,no,university.degree,yes,self-employed,yes,married,nov,failure
,160.0,3.0,999.0,0.0,1.4,93444.0,-36.1,4964.0,5228.1,cellular,wed,no,professional.course,yes,services,no,married,aug,nonexistent
58.0,685.0,2.0,999.0,0.0,-1.8,92893.0,-46.2,,5099.1,cellular,fri,no,university.degree,yes,management,no,,may,nonexistent
31.0,74.0,1.0,999.0,0.0,1.4,93444.0,-36.1,4963.0,5228.1,cellular,tue,no,professional.course,yes,technician,no,single,,nonexistent
53.0,217.0,2.0,,0.0,1.1,93994.0,-36.4,4.86,5191.0,telephone,thu,unknown,basic.4y,yes,retired,no,married,may,nonexistent
36.0,227.0,2.0,999.0,0.0,-1.8,92893.0,-46.2,,5099.1,cellular,,,high.school,no,services,no,married,may,nonexistent
51.0,324.0,1.0,999.0,0.0,1.4,,-41.8,4961.0,5228.1,telephone,mon,unknown,basic.9y,no,blue-collar,no,married,jun,nonexistent
34.0,274.0,2.0,999.0,0.0,1.4,94465.0,-41.8,4961.0,5228.1,telephone,mon,no,basic.9y,yes,services,no,,jun,nonexistent
,72.0,3.0,999.0,0.0,1.4,94465.0,-41.8,4967.0,5228.1,telephone,fri,unknown,,no,blue-collar,no,married,,nonexistent
29.0,344.0,1.0,999.0,0.0,-1.8,92893.0,-46.2,1291.0,5099.1,cellular,tue,no,basic.9y,,services,no,married,may,nonexistent
85.0,167.0,1.0,6.0,2.0,-1.8,93749.0,-34.6,0.642,5008.7,cellular,tue,unknown,basic.4y,yes,housemaid,no,married,apr,
32.0,,,999.0,1.0,-2.9,92201.0,-31.4,0.881,5076.2,,fri,,professional.course,,technician,no,single,aug,failure
58.0,158.0,3.0,999.0,1.0,-0.1,93.2,-42.0,4021.0,5195.8,cellular,fri,unknown,professional.course,,retired,no,married,nov,failure
43.0,402.0,1.0,999.0,0.0,1.4,93918.0,-42.7,4962.0,5228.1,cellular,wed,no,basic.4y,yes,housemaid,no,married,jul,nonexistent
,89.0,,999.0,0.0,-0.1,93.2,-42.0,4021.0,5195.8,,fri,no,high.school,no,,,single,nov,nonexistent
30.0,,10.0,999.0,0.0,-0.1,93.2,-42.0,4021.0,5195.8,telephone,fri,no,university.degree,yes,admin.,yes,single,,nonexistent
39.0,1007.0,1.0,,0.0,1.1,93994.0,-36.4,4855.0,,telephone,thu,no,,no,management,no,married,may,nonexistent
50.0,184.0,2.0,999.0,0.0,,93994.0,-36.4,4.86,5191.0,telephone,thu,unknown,unknown,no,blue-collar,no,married,may,nonexistent
52.0,244.0,5.0,999.0,0.0,1.1,93994.0,,4855.0,5191.0,,fri,no,university.degree,no,technician,no,married,may,nonexistent
,220.0,3.0,,1.0,-1.7,94215.0,-40.3,0.827,,cellular,,no,unknown,unknown,technician,unknown,married,jul,failure
56.0,129.0,3.0,999.0,0.0,1.4,94465.0,-41.8,4959.0,5228.1,telephone,fri,no,university.degree,no,self-employed,no,married,jun,
36.0,193.0,6.0,999.0,0.0,1.1,93994.0,-36.4,4.86,5191.0,telephone,thu,no,high.school,yes,admin.,no,single,may,
30.0,613.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4153.0,5195.8,cellular,tue,no,professional.course,yes,technician,no,married,nov,nonexistent
,986.0,1.0,7.0,3.0,,92649.0,-30.1,0.714,5017.5,telephone,mon,no,university.degree,no,management,no,,nov,failure
41.0,434.0,3.0,999.0,1.0,-1.8,92893.0,-46.2,1327.0,5099.1,cellular,thu,,basic.9y,yes,blue-collar,no,married,may,failure
53.0,747.0,,999.0,0.0,1.4,93918.0,-42.7,4962.0,5228.1,telephone,thu,unknown,unknown,unknown,blue-collar,unknown,,jul,nonexistent
50.0,45.0,1.0,999.0,0.0,-0.1,93.2,-42.0,,5195.8,telephone,thu,,basic.9y,unknown,admin.,unknown,single,,nonexistent
34.0,154.0,2.0,999.0,1.0,-1.8,92893.0,-46.2,1281.0,5099.1,cellular,,,university.degree,yes,,no,married,may,failure
42.0,349.0,1.0,999.0,0.0,1.1,93994.0,-36.4,4856.0,5191.0,telephone,tue,no,,no,,no,single,may,nonexistent
47.0,,9.0,999.0,0.0,1.4,93918.0,,4.96,5228.1,telephone,,no,basic.9y,yes,,yes,single,jul,nonexistent
,291.0,2.0,999.0,0.0,-0.1,93.2,,4.12,5195.8,cellular,wed,unknown,professional.course,no,technician,no,married,nov,nonexistent
30.0,491.0,1.0,999.0,0.0,1.4,94465.0,-41.8,4961.0,5228.1,telephone,tue,,high.school,no,technician,no,married,,
65.0,138.0,4.0,999.0,0.0,-1.1,94601.0,-49.5,0.965,4963.6,telephone,,,basic.4y,yes,retired,no,married,oct,nonexistent
,123.0,1.0,999.0,1.0,-0.1,,-42.0,4153.0,5195.8,cellular,tue,no,university.degree,,admin.,no,single,nov,failure
36.0,74.0,3.0,999.0,1.0,-1.8,92893.0,-46.2,1299.0,5099.1,cellular,mon,no,professional.course,yes,admin.,no,single,may,failure
47.0,104.0,1.0,999.0,1.0,-0.1,93.2,-42.0,,5195.8,cellular,mon,no,professional.course,,admin.,,divorced,nov,failure
56.0,86.0,1.0,,0.0,1.1,93994.0,-36.4,4857.0,5191.0,telephone,mon,,basic.4y,no,housemaid,no,divorced,may,nonexistent
,270.0,3.0,999.0,0.0,1.4,93444.0,-36.1,4964.0,5228.1,,fri,no,professional.course,yes,technician,no,married,aug,nonexistent
56.0,14.0,20.0,999.0,0.0,1.4,93918.0,-42.7,4968.0,5228.1,cellular,thu,unknown,basic.4y,yes,entrepreneur,yes,married,jul,nonexistent
32.0,152.0,6.0,999.0,0.0,1.4,93918.0,-42.7,4963.0,5228.1,cellular,thu,no,university.degree,,admin.,no,single,jul,nonexistent
40.0,,2.0,999.0,0.0,1.1,93994.0,-36.4,4858.0,5191.0,telephone,wed,no,basic.9y,yes,blue-collar,yes,married,may,nonexistent
58.0,,3.0,999.0,0.0,1.4,94465.0,-41.8,4864.0,,telephone,tue,,basic.4y,yes,retired,no,,jun,nonexistent
32.0,172.0,3.0,999.0,,1.4,93918.0,-42.7,4957.0,5228.1,cellular,,,university.degree,no,self-employed,no,married,jul,nonexistent
44.0,254.0,1.0,999.0,0.0,1.1,93994.0,-36.4,4856.0,5191.0,,tue,no,university.degree,yes,management,,married,may,nonexistent
33.0,,1.0,,0.0,1.1,93994.0,,4.86,5191.0,telephone,thu,no,,no,admin.,no,single,may,nonexistent
31.0,399.0,,999.0,0.0,-1.8,93075.0,-47.1,1.41,5099.1,cellular,thu,,high.school,,admin.,no,married,apr,nonexistent
28.0,169.0,,,0.0,-1.8,,-46.2,1281.0,5099.1,cellular,wed,unknown,,no,blue-collar,no,single,may,nonexistent
32.0,14.0,8.0,999.0,0.0,-1.8,92893.0,-46.2,1266.0,5099.1,cellular,thu,no,university.degree,no,technician,no,single,may,nonexistent
39.0,51.0,2.0,999.0,0.0,,93918.0,-42.7,4.96,5228.1,cellular,mon,no,basic.9y,no,,yes,married,jul,nonexistent
29.0,93.0,3.0,999.0,0.0,-1.8,92893.0,-46.2,1266.0,5099.1,,thu,no,basic.6y,no,blue-collar,yes,,may,nonexistent
36.0,951.0,3.0,999.0,1.0,,92893.0,-46.2,1281.0,5099.1,,wed,unknown,basic.9y,no,blue-collar,no,married,may,
33.0,227.0,1.0,999.0,,-1.8,92893.0,-46.2,1.25,5099.1,cellular,fri,no,high.school,yes,services,no,married,may,failure
50.0,587.0,1.0,999.0,0.0,1.1,93994.0,-36.4,4.86,5191.0,telephone,thu,,university.degree,no,management,no,married,may,nonexistent
35.0,554.0,,999.0,0.0,1.4,93918.0,-42.7,4.96,5228.1,cellular,mon,no,professional.course,no,technician,,married,jul,nonexistent
49.0,418.0,2.0,999.0,0.0,1.1,93994.0,-36.4,4856.0,5191.0,telephone,wed,no,,,technician,no,married,may,nonexistent
51.0,809.0,1.0,999.0,1.0,-1.8,92893.0,-46.2,1281.0,5099.1,cellular,wed,no,high.school,yes,blue-collar,no,married,may,failure
31.0,64.0,1.0,999.0,0.0,1.4,93444.0,-36.1,,5228.1,cellular,tue,unknown,,,admin.,no,,aug,nonexistent
33.0,114.0,5.0,999.0,0.0,-1.8,,-46.2,1291.0,5099.1,telephone,tue,no,high.school,no,technician,no,single,may,nonexistent
36.0,237.0,7.0,999.0,0.0,1.4,93918.0,-42.7,4968.0,5228.1,telephone,,no,professional.course,no,technician,no,single,jul,nonexistent
60.0,176.0,2.0,999.0,0.0,1.4,93444.0,-36.1,4966.0,5228.1,cellular,fri,no,university.degree,,admin.,,married,aug,nonexistent
31.0,177.0,3.0,999.0,0.0,,93918.0,-42.7,4961.0,5228.1,cellular,tue,unknown,high.school,yes,admin.,no,,jul,
,244.0,1.0,999.0,0.0,,93.2,-42.0,4021.0,,cellular,fri,no,university.degree,yes,technician,,single,nov,nonexistent
47.0,67.0,1.0,999.0,0.0,1.4,93918.0,-42.7,4957.0,5228.1,cellular,fri,unknown,basic.9y,yes,,no,married,jul,
42.0,83.0,4.0,999.0,0.0,-2.9,92963.0,-40.8,1.26,5076.2,cellular,mon,no,university.degree,unknown,management,unknown,single,jun,nonexistent
32.0,128.0,1.0,999.0,0.0,1.4,93918.0,-42.7,4968.0,5228.1,cellular,thu,no,,yes,technician,no,single,jul,nonexistent
31.0,379.0,2.0,999.0,0.0,-1.8,93075.0,-47.1,1405.0,5099.1,cellular,mon,no,high.school,,,no,divorced,apr,nonexistent
34.0,553.0,3.0,999.0,0.0,1.1,93994.0,-36.4,4864.0,5191.0,telephone,,no,,no,housemaid,no,divorced,,nonexistent
30.0,120.0,3.0,999.0,0.0,1.1,93994.0,-36.4,4864.0,5191.0,telephone,fri,no,professional.course,yes,,no,,may,nonexistent
38.0,118.0,1.0,999.0,0.0,-1.7,94055.0,-39.8,0.715,4991.6,,wed,no,high.school,no,technician,no,single,jun,nonexistent
31.0,250.0,1.0,999.0,1.0,,93.2,-42.0,4076.0,5195.8,cellular,thu,no,professional.course,,,no,,nov,failure
37.0,136.0,3.0,999.0,0.0,1.1,93994.0,-36.4,4855.0,5191.0,telephone,fri,unknown,basic.9y,yes,,yes,single,may,nonexistent
45.0,165.0,1.0,999.0,,,93444.0,-36.1,4967.0,,cellular,wed,unknown,basic.6y,yes,blue-collar,yes,married,aug,nonexistent
42.0,155.0,4.0,999.0,0.0,-1.8,93075.0,-47.1,1405.0,5099.1,cellular,mon,no,university.degree,yes,,no,married,apr,nonexistent
54.0,653.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4076.0,5195.8,cellular,thu,no,,yes,housemaid,yes,,nov,nonexistent
51.0,150.0,7.0,999.0,0.0,1.1,93994.0,-36.4,4857.0,5191.0,telephone,,,professional.course,yes,services,no,,may,nonexistent
30.0,266.0,3.0,999.0,,1.4,93918.0,-42.7,,5228.1,cellular,,no,university.degree,yes,unemployed,yes,single,jul,nonexistent
27.0,93.0,1.0,4.0,3.0,-2.9,92201.0,-31.4,0.879,5076.2,cellular,wed,no,high.school,no,unemployed,no,,aug,success
38.0,50.0,2.0,999.0,0.0,1.4,93918.0,-42.7,4963.0,5228.1,cellular,,no,professional.course,yes,,yes,married,jul,nonexistent
,116.0,1.0,999.0,0.0,-1.8,93075.0,-47.1,1405.0,5099.1,telephone,mon,no,basic.9y,unknown,,,single,,nonexistent
,1480.0,3.0,999.0,0.0,-0.1,93.2,-42.0,4021.0,5195.8,cellular,fri,no,professional.course,no,technician,no,single,nov,nonexistent
25.0,157.0,5.0,,,-1.8,92893.0,-46.2,1291.0,5099.1,cellular,tue,,professional.course,yes,technician,no,single,may,nonexistent
32.0,250.0,,999.0,,1.4,94465.0,-41.8,4967.0,5228.1,telephone,fri,no,high.school,no,technician,no,single,jun,nonexistent
33.0,307.0,4.0,999.0,0.0,1.1,93994.0,-36.4,,5191.0,telephone,mon,no,professional.course,yes,,,married,may,nonexistent
53.0,489.0,2.0,999.0,0.0,1.1,93994.0,-36.4,4856.0,5191.0,telephone,wed,unknown,basic.9y,yes,blue-collar,no,married,may,nonexistent
48.0,360.0,1.0,999.0,0.0,1.1,93994.0,-36.4,4857.0,5191.0,telephone,fri,no,high.school,yes,,,married,may,nonexistent
48.0,51.0,5.0,999.0,0.0,1.4,93918.0,-42.7,4963.0,5228.1,,wed,no,basic.9y,yes,services,yes,married,jul,nonexistent
43.0,268.0,1.0,999.0,0.0,1.4,94465.0,-41.8,4961.0,5228.1,telephone,thu,no,high.school,,services,no,married,jun,nonexistent
,453.0,3.0,999.0,0.0,1.4,93918.0,-42.7,4957.0,5228.1,cellular,fri,,university.degree,no,technician,no,single,jul,nonexistent
32.0,131.0,1.0,999.0,0.0,1.4,93444.0,-36.1,4968.0,5228.1,,thu,no,university.degree,no,technician,yes,married,aug,nonexistent
43.0,,1.0,999.0,0.0,,93.2,-42.0,4021.0,5195.8,telephone,,no,,yes,admin.,no,single,nov,nonexistent
,68.0,1.0,999.0,0.0,1.1,93994.0,-36.4,4858.0,5191.0,telephone,wed,no,university.degree,no,,no,married,may,nonexistent
31.0,97.0,3.0,999.0,0.0,-1.8,92893.0,-46.2,1291.0,,cellular,,no,basic.9y,no,blue-collar,no,married,may,nonexistent
33.0,110.0,,,1.0,-1.1,94199.0,-37.5,0.876,4963.6,,wed,no,university.degree,yes,technician,no,married,sep,failure
30.0,85.0,2.0,999.0,0.0,1.1,93994.0,-36.4,4857.0,,telephone,wed,no,unknown,no,blue-collar,no,married,may,nonexistent
36.0,67.0,,999.0,,1.4,,-41.8,4958.0,5228.1,telephone,wed,no,university.degree,yes,admin.,no,married,jun,nonexistent
46.0,696.0,10.0,999.0,0.0,-3.0,92713.0,-33.0,0.718,5023.5,cellular,fri,no,university.degree,unknown,admin.,unknown,married,dec,nonexistent
54.0,47.0,2.0,999.0,0.0,-1.8,92843.0,-50.0,1.56,5099.1,,mon,no,university.degree,no,admin.,,married,mar,nonexistent
35.0,448.0,1.0,999.0,0.0,1.4,93918.0,-42.7,4.96,5228.1,cellular,mon,no,basic.9y,yes,,no,married,jul,nonexistent
50.0,80.0,4.0,,0.0,,94465.0,-41.8,4864.0,,telephone,tue,unknown,basic.4y,no,services,no,divorced,jun,nonexistent
40.0,724.0,1.0,999.0,0.0,,93918.0,-42.7,4963.0,5228.1,cellular,,unknown,basic.4y,,blue-collar,no,,jul,nonexistent
30.0,40.0,5.0,999.0,0.0,1.4,93918.0,-42.7,4961.0,5228.1,,tue,unknown,high.school,yes,services,no,single,jul,nonexistent
38.0,318.0,3.0,999.0,0.0,1.4,93444.0,-36.1,4963.0,5228.1,cellular,thu,unknown,professional.course,no,technician,yes,married,aug,nonexistent
44.0,100.0,4.0,999.0,,1.4,94465.0,-41.8,4959.0,,telephone,fri,no,high.school,yes,,yes,divorced,jun,nonexistent
50.0,695.0,1.0,999.0,0.0,1.4,93918.0,-42.7,4962.0,5228.1,cellular,fri,no,professional.course,,retired,no,married,jul,nonexistent
50.0,870.0,2.0,999.0,0.0,1.4,,-36.1,4963.0,5228.1,cellular,thu,no,professional.course,yes,technician,yes,married,aug,nonexistent
,161.0,1.0,999.0,0.0,-1.8,92893.0,-46.2,1334.0,5099.1,cellular,wed,no,professional.course,yes,blue-collar,yes,single,may,nonexistent
30.0,72.0,3.0,999.0,0.0,1.1,93994.0,-36.4,4858.0,5191.0,telephone,wed,unknown,,yes,technician,no,married,may,
49.0,217.0,2.0,999.0,0.0,-1.8,92893.0,-46.2,1281.0,5099.1,,wed,unknown,,,entrepreneur,no,,,nonexistent
,587.0,1.0,999.0,,1.4,94465.0,-41.8,4959.0,5228.1,telephone,wed,no,university.degree,no,self-employed,,single,jun,nonexistent
30.0,405.0,3.0,999.0,0.0,1.4,94465.0,-41.8,4.96,5228.1,telephone,mon,unknown,university.degree,,technician,no,single,jun,nonexistent
29.0,95.0,4.0,999.0,0.0,1.1,93994.0,-36.4,4857.0,5191.0,telephone,tue,,high.school,yes,,no,married,may,nonexistent
50.0,103.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4153.0,5195.8,telephone,,no,university.degree,no,self-employed,no,married,nov,nonexistent
52.0,272.0,3.0,999.0,0.0,-1.8,93369.0,-34.8,0.644,5008.7,cellular,,no,basic.9y,no,technician,no,married,mar,
46.0,35.0,,999.0,0.0,1.1,93994.0,-36.4,4.86,5191.0,telephone,thu,unknown,basic.4y,no,self-employed,,,may,
28.0,220.0,1.0,,0.0,1.4,94465.0,-41.8,4.96,5228.1,telephone,mon,no,unknown,no,services,no,married,jun,nonexistent
37.0,188.0,2.0,999.0,0.0,1.4,93918.0,-42.7,4963.0,5228.1,cellular,fri,no,university.degree,no,admin.,no,single,jul,nonexistent
34.0,252.0,4.0,999.0,0.0,1.4,93918.0,-42.7,4962.0,,telephone,mon,no,basic.4y,no,blue-collar,,married,jul,nonexistent
34.0,290.0,1.0,,0.0,1.1,93994.0,-36.4,4857.0,5191.0,telephone,tue,no,university.degree,no,management,no,single,may,nonexistent
30.0,1294.0,2.0,999.0,0.0,1.4,,-42.7,4963.0,5228.1,cellular,fri,no,basic.9y,yes,blue-collar,no,married,jul,nonexistent
,370.0,1.0,9.0,1.0,-1.8,93369.0,-34.8,0.643,5008.7,cellular,thu,no,university.degree,yes,admin.,no,single,mar,success
53.0,52.0,3.0,,0.0,1.4,93918.0,-42.7,4961.0,5228.1,cellular,tue,no,high.school,no,admin.,no,divorced,jul,nonexistent
38.0,80.0,4.0,999.0,0.0,1.1,,-36.4,4857.0,5191.0,telephone,mon,no,,,technician,no,married,may,nonexistent
58.0,,4.0,999.0,0.0,1.4,,-36.1,4965.0,5228.1,cellular,wed,,basic.9y,,blue-collar,,married,aug,nonexistent
25.0,304.0,3.0,12.0,2.0,-1.8,92893.0,,1299.0,,cellular,mon,no,university.degree,no,technician,yes,single,may,failure
42.0,,1.0,999.0,0.0,-1.8,92893.0,-46.2,1281.0,5099.1,cellular,wed,no,basic.6y,yes,blue-collar,no,married,may,nonexistent
52.0,,2.0,999.0,0.0,,93.2,-42.0,4191.0,,cellular,,no,high.school,no,services,no,married,nov,nonexistent
39.0,293.0,1.0,3.0,1.0,-3.4,92379.0,-29.8,0.803,5017.5,cellular,fri,no,,yes,blue-collar,no,,sep,success
55.0,437.0,,999.0,0.0,1.1,93994.0,-36.4,4857.0,5191.0,telephone,mon,no,,yes,admin.,,married,may,nonexistent
37.0,93.0,3.0,999.0,1.0,-1.8,93075.0,-47.1,1405.0,5099.1,,,no,professional.course,yes,services,no,single,apr,failure
50.0,135.0,,999.0,0.0,1.4,94465.0,,,5228.1,telephone,tue,,,yes,management,no,married,jun,
41.0,164.0,5.0,,3.0,-1.1,94199.0,-37.5,,4963.6,cellular,fri,no,university.degree,no,,no,divorced,sep,success
46.0,,,999.0,0.0,-1.8,,-47.1,1445.0,5099.1,cellular,wed,no,high.school,no,services,no,married,apr,nonexistent
22.0,,1.0,999.0,0.0,1.1,93994.0,-36.4,4857.0,5191.0,telephone,tue,no,basic.9y,,blue-collar,no,single,may,nonexistent
56.0,317.0,1.0,999.0,0.0,-1.8,92893.0,-46.2,1244.0,5099.1,cellular,mon,no,high.school,no,retired,no,,may,nonexistent
,1373.0,4.0,999.0,0.0,1.4,93918.0,-42.7,4957.0,5228.1,cellular,fri,no,basic.9y,yes,,no,married,jul,nonexistent
